Step_1,Step_2,Step_3,Step_4,Step_5,Step_6
[0.01353401],[0.01353371],[0.01353342],[0.01353312],[0.01353283],[0.01353253]
[0.01352591],[0.01352126],[0.01351661],[0.01351197],[0.01350732],[0.01350268]
[0.01346266],[0.01345494],[0.01344722],[0.01343951],[0.01343181],[0.0134241]
[0.01337931],[0.0133873],[0.01339529],[0.01340329],[0.01341129],[0.0134193]
[0.01345312],[0.01343563],[0.01341816],[0.01340072],[0.01338329],[0.01336589]
[0.01325678],[0.01325686],[0.01325693],[0.013257],[0.01325707],[0.01325714]
[0.01326058],[0.01326366],[0.01326675],[0.01326983],[0.01327291],[0.01327599]
[0.01330606],[0.01331712],[0.0133282],[0.01333928],[0.01335038],[0.01336148]
[0.01343151],[0.0134284],[0.01342529],[0.01342217],[0.01341906],[0.01341595]
[0.01339751],[0.01339741],[0.01339731],[0.0133972],[0.0133971],[0.01339699]
[0.01339886],[0.01340141],[0.01340395],[0.0134065],[0.01340905],[0.0134116]
[0.01342491],[0.01342049],[0.01341607],[0.01341166],[0.01340724],[0.01340283]
[0.01336582],[0.01335945],[0.01335308],[0.01334671],[0.01334034],[0.01333398]
[0.01328877],[0.01328722],[0.01328566],[0.0132841],[0.01328254],[0.01328098]
[0.01326363],[0.01325662],[0.0132496],[0.0132426],[0.01323559],[0.01322859]
[0.01318486],[0.01318943],[0.01319401],[0.01319858],[0.01320316],[0.01320774]
[0.01322005],[0.01320255],[0.01318507],[0.01316761],[0.01315017],[0.01313276]
[0.01302235],[0.01302382],[0.01302529],[0.01302676],[0.01302823],[0.01302971]
[0.0130315],[0.01302399],[0.01301648],[0.01300898],[0.01300149],[0.01299399]
[0.01294693],[0.01294589],[0.01294486],[0.01294382],[0.01294278],[0.01294175]
[0.01295051],[0.01296587],[0.01298124],[0.01299664],[0.01301205],[0.01302748]
[0.01312185],[0.01311793],[0.013114],[0.01311008],[0.01310616],[0.01310224]
[0.01306802],[0.01305818],[0.01304834],[0.01303851],[0.01302868],[0.01301887]
[0.01296342],[0.01296902],[0.01297462],[0.01298023],[0.01298584],[0.01299145]
[0.01302887],[0.0130313],[0.01303373],[0.01303616],[0.01303859],[0.01304102]
[0.01305659],[0.01305699],[0.01305738],[0.01305777],[0.01305817],[0.01305856]
[0.01305885],[0.01305668],[0.01305451],[0.01305233],[0.01305016],[0.01304799]
[0.01304924],[0.01305762],[0.01306601],[0.0130744],[0.0130828],[0.01309121]
[0.01315243],[0.01316054],[0.01316865],[0.01317677],[0.01318489],[0.01319302]
[0.0132446],[0.01324468],[0.01324476],[0.01324484],[0.01324492],[0.013245]
[0.0132603],[0.01327513],[0.01328997],[0.01330483],[0.0133197],[0.0133346]
[0.01341435],[0.01339982],[0.0133853],[0.0133708],[0.01335632],[0.01334185]
[0.01325646],[0.0132559],[0.01325534],[0.01325477],[0.01325421],[0.01325365]
[0.0132536],[0.01325699],[0.01326038],[0.01326378],[0.01326717],[0.01327056]
[0.01328871],[0.01328602],[0.01328332],[0.01328063],[0.01327793],[0.01327524]
[0.01326128],[0.01326391],[0.01326655],[0.01326919],[0.01327182],[0.01327446]
[0.01329779],[0.01330477],[0.01331177],[0.01331876],[0.01332576],[0.01333277]
[0.01337522],[0.01337402],[0.01337283],[0.01337163],[0.01337043],[0.01336924]
[0.01336728],[0.01337279],[0.01337829],[0.0133838],[0.01338931],[0.01339482]
[0.01343414],[0.01343893],[0.01344372],[0.01344851],[0.0134533],[0.0134581]
[0.01348515],[0.01348132],[0.01347749],[0.01347365],[0.01346982],[0.013466]
[0.0134425],[0.01344377],[0.01344503],[0.01344629],[0.01344755],[0.01344882]
[0.01345116],[0.01344525],[0.01343934],[0.01343344],[0.01342754],[0.01342165]
[0.0133941],[0.01340517],[0.01341625],[0.01342733],[0.01343843],[0.01344953]
[0.01352534],[0.01353001],[0.01353468],[0.01353935],[0.01354403],[0.0135487]
[0.01357992],[0.01358152],[0.01358312],[0.01358472],[0.01358633],[0.01358793]
[0.01359512],[0.01359213],[0.01358915],[0.01358616],[0.01358318],[0.0135802]
[0.01356208],[0.01356336],[0.01356465],[0.01356593],[0.01356722],[0.0135685]
[0.01357746],[0.01357817],[0.01357888],[0.01357958],[0.01358029],[0.013581]
[0.01357455],[0.01356355],[0.01355256],[0.01354157],[0.01353059],[0.01351963]
[0.01345295],[0.01345692],[0.01346088],[0.01346485],[0.01346882],[0.01347279]
[0.01349894],[0.01349955],[0.01350017],[0.01350079],[0.01350141],[0.01350203]
[0.01350048],[0.01349493],[0.01348938],[0.01348383],[0.01347829],[0.01347274]
[0.0134284],[0.01341998],[0.01341158],[0.01340317],[0.01339478],[0.01338638]
[0.01333214],[0.01333228],[0.01333241],[0.01333255],[0.01333268],[0.01333282]
[0.01333529],[0.01333688],[0.01333847],[0.01334005],[0.01334164],[0.01334323]
[0.01334716],[0.01334073],[0.01333431],[0.01332789],[0.01332147],[0.01331506]
[0.0132728],[0.01327239],[0.01327197],[0.01327155],[0.01327113],[0.01327072]
[0.01326077],[0.01325355],[0.01324634],[0.01323913],[0.01323192],[0.01322472]
[0.01317185],[0.01316592],[0.01315999],[0.01315407],[0.01314814],[0.01314222]
[0.01309626],[0.01308878],[0.01308129],[0.01307381],[0.01306634],[0.01305887]
[0.01301236],[0.01301428],[0.01301621],[0.01301813],[0.01302005],[0.01302197]
[0.01303368],[0.0130329],[0.01303212],[0.01303134],[0.01303056],[0.01302978]
[0.01302353],[0.01302237],[0.0130212],[0.01302004],[0.01301887],[0.01301771]
[0.01301141],[0.01301273],[0.01301404],[0.01301535],[0.01301666],[0.01301798]
[0.0130213],[0.01301581],[0.01301032],[0.01300483],[0.01299934],[0.01299386]
[0.01295283],[0.01294787],[0.0129429],[0.01293794],[0.01293298],[0.01292802]
[0.01287895],[0.01286232],[0.0128457],[0.0128291],[0.01281253],[0.01279598]
[0.01267417],[0.01265948],[0.01264481],[0.01263016],[0.01261552],[0.0126009]
[0.01253055],[0.01253493],[0.01253932],[0.0125437],[0.01254809],[0.01255248]
[0.01257534],[0.01257349],[0.01257164],[0.01256979],[0.01256794],[0.01256609]
[0.01256172],[0.01256922],[0.01257674],[0.01258425],[0.01259178],[0.0125993]
[0.01264941],[0.01265191],[0.0126544],[0.0126569],[0.0126594],[0.01266189]
[0.01268509],[0.01269281],[0.01270052],[0.01270825],[0.01271597],[0.0127237]
[0.01275818],[0.01274243],[0.01272671],[0.012711],[0.01269532],[0.01267965]
[0.01258174],[0.01257802],[0.01257429],[0.01257057],[0.01256685],[0.01256313]
[0.01253527],[0.01252865],[0.01252203],[0.01251541],[0.0125088],[0.01250219]
[0.01246517],[0.01246828],[0.0124714],[0.01247452],[0.01247765],[0.01248077]
[0.01250449],[0.01250887],[0.01251326],[0.01251764],[0.01252203],[0.01252641]
[0.01255849],[0.01256297],[0.01256746],[0.01257195],[0.01257644],[0.01258094]
[0.01260293],[0.0125964],[0.01258987],[0.01258335],[0.01257682],[0.01257031]
[0.01253864],[0.01254816],[0.01255769],[0.01256723],[0.01257678],[0.01258633]
[0.01266007],[0.01267381],[0.01268756],[0.01270134],[0.01271512],[0.01272893]
[0.01281895],[0.01282858],[0.01283823],[0.01284788],[0.01285753],[0.0128672]
[0.01291514],[0.01291146],[0.01290778],[0.0129041],[0.01290042],[0.01289675]
[0.01288336],[0.01289134],[0.01289932],[0.0129073],[0.01291529],[0.01292328]
[0.01297377],[0.01297501],[0.01297625],[0.01297749],[0.01297873],[0.01297997]
[0.01298849],[0.01298944],[0.01299038],[0.01299133],[0.01299227],[0.01299322]
[0.01299228],[0.01298527],[0.01297826],[0.01297126],[0.01296426],[0.01295726]
[0.01291418],[0.01291609],[0.01291799],[0.0129199],[0.01292181],[0.01292371]
[0.01293232],[0.0129289],[0.01292548],[0.01292207],[0.01291865],[0.01291523]
[0.01289845],[0.01290365],[0.01290886],[0.01291407],[0.01291929],[0.0129245]
[0.01294788],[0.01293814],[0.01292841],[0.01291868],[0.01290896],[0.01289925]
[0.01283507],[0.01283111],[0.01282714],[0.01282318],[0.01281922],[0.01281526]
[0.01279118],[0.01279094],[0.0127907],[0.01279046],[0.01279022],[0.01278998]
[0.01279089],[0.01279339],[0.01279589],[0.01279839],[0.01280089],[0.01280339]
[0.01281104],[0.01280191],[0.01279279],[0.01278367],[0.01277456],[0.01276546]
[0.01270422],[0.01270276],[0.01270131],[0.01269985],[0.0126984],[0.01269694]
[0.01269201],[0.01269589],[0.01269976],[0.01270364],[0.01270752],[0.0127114]
[0.0127384],[0.01273947],[0.01274054],[0.0127416],[0.01274267],[0.01274374]
[0.01274764],[0.01274457],[0.01274151],[0.01273845],[0.01273539],[0.01273232]
[0.01272212],[0.01273231],[0.01274251],[0.01275272],[0.01276294],[0.01277316]
[0.01283416],[0.01282779],[0.01282143],[0.01281506],[0.0128087],[0.01280235]
[0.01276616],[0.01276681],[0.01276746],[0.01276811],[0.01276876],[0.01276941]
[0.01277794],[0.01278233],[0.01278671],[0.0127911],[0.01279549],[0.01279988]
[0.01283073],[0.01283248],[0.01283423],[0.01283598],[0.01283773],[0.01283949]
[0.01285149],[0.01285221],[0.01285293],[0.01285364],[0.01285436],[0.01285508]
[0.01286264],[0.01286546],[0.01286829],[0.01287111],[0.01287394],[0.01287677]
[0.01290198],[0.01290846],[0.01291494],[0.01292143],[0.01292792],[0.01293441]
[0.01296794],[0.01295894],[0.01294994],[0.01294095],[0.01293197],[0.01292299]
[0.01287576],[0.01288444],[0.01289313],[0.01290182],[0.01291052],[0.01291923]
[0.01297343],[0.01297479],[0.01297615],[0.01297751],[0.01297886],[0.01298022]
[0.01299278],[0.01299693],[0.01300109],[0.01300525],[0.01300941],[0.01301357]
[0.01304121],[0.01304207],[0.01304293],[0.01304378],[0.01304464],[0.0130455]
[0.01304444],[0.01303779],[0.01303113],[0.01302449],[0.01301784],[0.0130112]
[0.01297178],[0.01297663],[0.01298149],[0.01298634],[0.0129912],[0.01299606]
[0.01302126],[0.01301544],[0.01300963],[0.01300382],[0.01299802],[0.01299222]
[0.01295585],[0.01295692],[0.01295799],[0.01295906],[0.01296013],[0.0129612]
[0.01297241],[0.01297668],[0.01298094],[0.01298521],[0.01298948],[0.01299375]
[0.01302593],[0.01302943],[0.01303294],[0.01303646],[0.01303997],[0.01304348]
[0.01306972],[0.01307311],[0.01307649],[0.01307988],[0.01308327],[0.01308666]
[0.01311098],[0.01311316],[0.01311533],[0.0131175],[0.01311967],[0.01312185]
[0.01314768],[0.0131589],[0.01317012],[0.01318136],[0.0131926],[0.01320385]
[0.01328714],[0.01329531],[0.01330349],[0.01331167],[0.01331985],[0.01332804]
[0.01338272],[0.01338698],[0.01339125],[0.01339551],[0.01339977],[0.01340404]
[0.01343452],[0.01343923],[0.01344394],[0.01344865],[0.01345336],[0.01345807]
[0.01348476],[0.0134813],[0.01347785],[0.0134744],[0.01347096],[0.01346751]
[0.01343783],[0.01343083],[0.01342383],[0.01341684],[0.01340984],[0.01340286]
[0.01334534],[0.01333462],[0.01332392],[0.01331323],[0.01330254],[0.01329186]
[0.01322926],[0.01323696],[0.01324467],[0.01325239],[0.01326011],[0.01326783]
[0.01333263],[0.0133468],[0.01336098],[0.01337518],[0.01338939],[0.01340362]
[0.01350246],[0.01351314],[0.01352383],[0.01353453],[0.01354524],[0.01355595]
[0.01362252],[0.01363048],[0.01363846],[0.01364643],[0.01365441],[0.0136624]
[0.01370148],[0.01369717],[0.01369287],[0.01368856],[0.01368426],[0.01367995]
[0.01365742],[0.01366208],[0.01366673],[0.01367138],[0.01367604],[0.0136807]
[0.01371198],[0.01371247],[0.01371296],[0.01371345],[0.01371394],[0.01371443]
[0.01372602],[0.01373427],[0.01374253],[0.01375079],[0.01375905],[0.01376732]
[0.01383503],[0.01384279],[0.01385055],[0.01385831],[0.01386608],[0.01387386]
[0.01391061],[0.01389844],[0.01388629],[0.01387414],[0.013862],[0.01384988]
[0.01379425],[0.01381464],[0.01383506],[0.01385551],[0.01387599],[0.01389651]
[0.01399848],[0.0139891],[0.01397973],[0.01397037],[0.01396101],[0.01395166]
[0.01390313],[0.0138934],[0.01388367],[0.01387395],[0.01386424],[0.01385453]
[0.01378869],[0.01378267],[0.01377665],[0.01377064],[0.01376462],[0.01375862]
[0.01373061],[0.01373618],[0.01374175],[0.01374732],[0.01375289],[0.01375846]
[0.01377963],[0.0137644],[0.01374919],[0.01373399],[0.01371882],[0.01370365]
[0.01360859],[0.01361139],[0.01361419],[0.01361699],[0.01361979],[0.01362259]
[0.01361923],[0.01360245],[0.01358569],[0.01356895],[0.01355223],[0.01353553]
[0.01343856],[0.01344364],[0.01344873],[0.01345382],[0.01345891],[0.013464]
[0.01349198],[0.01349697],[0.01350196],[0.01350695],[0.01351195],[0.01351694]
[0.01354956],[0.01355278],[0.01355599],[0.01355921],[0.01356242],[0.01356564]
[0.01358507],[0.01358365],[0.01358224],[0.01358082],[0.01357941],[0.01357799]
[0.0135676],[0.01356666],[0.01356573],[0.01356479],[0.01356385],[0.01356292]
[0.01356708],[0.01357789],[0.01358871],[0.01359953],[0.01361037],[0.01362121]
[0.01369769],[0.01369971],[0.01370172],[0.01370374],[0.01370575],[0.01370777]
[0.01372157],[0.01372378],[0.013726],[0.01372822],[0.01373044],[0.01373266]
[0.0137581],[0.01376867],[0.01377925],[0.01378984],[0.01380044],[0.01381104]
[0.01386841],[0.0138551],[0.01384181],[0.01382852],[0.01381525],[0.013802]
[0.01372517],[0.0137259],[0.01372663],[0.01372736],[0.0137281],[0.01372883]
[0.01372673],[0.01372056],[0.0137144],[0.01370824],[0.01370208],[0.01369593]
[0.01364962],[0.01364459],[0.01363957],[0.01363454],[0.01362951],[0.01362449]
[0.01359391],[0.01359554],[0.01359718],[0.01359882],[0.01360046],[0.0136021]
[0.01361552],[0.0136182],[0.01362088],[0.01362356],[0.01362624],[0.01362893]
[0.01363994],[0.01363293],[0.01362592],[0.01361892],[0.01361192],[0.01360493]
[0.0135579],[0.01355818],[0.01355847],[0.01355875],[0.01355904],[0.01355932]
[0.01356321],[0.01356524],[0.01356727],[0.01356929],[0.01357132],[0.01357335]
[0.01358117],[0.01357449],[0.01356781],[0.01356114],[0.01355447],[0.01354781]
[0.01350271],[0.01350341],[0.01350411],[0.01350481],[0.01350551],[0.01350622]
[0.01351229],[0.01351377],[0.01351524],[0.01351672],[0.01351819],[0.01351967]
[0.01353457],[0.01353918],[0.01354378],[0.01354839],[0.013553],[0.01355761]
[0.01358861],[0.01358721],[0.0135858],[0.0135844],[0.013583],[0.01358159]
[0.01357196],[0.0135719],[0.01357183],[0.01357177],[0.01357171],[0.01357165]
[0.01356033],[0.01354946],[0.01353859],[0.01352774],[0.0135169],[0.01350606]
[0.01342003],[0.01341066],[0.01340129],[0.01339192],[0.01338257],[0.01337322]
[0.01331201],[0.0133053],[0.01329859],[0.01329189],[0.01328519],[0.01327849]
[0.0132402],[0.01324346],[0.01324671],[0.01324996],[0.01325322],[0.01325647]
[0.01327952],[0.01328131],[0.01328311],[0.0132849],[0.01328669],[0.01328849]
[0.01329582],[0.01329075],[0.01328568],[0.01328062],[0.01327555],[0.01327049]
[0.01322951],[0.01322422],[0.01321894],[0.01321366],[0.01320838],[0.01320311]
[0.01315685],[0.01314663],[0.01313642],[0.01312622],[0.01311603],[0.01310584]
[0.01302795],[0.01301855],[0.01300916],[0.01299977],[0.01299039],[0.01298102]
[0.01293958],[0.0129548],[0.01297003],[0.01298529],[0.01300056],[0.01301584]
[0.01310682],[0.01310498],[0.01310314],[0.0131013],[0.01309946],[0.01309762]
[0.01308944],[0.01309078],[0.01309213],[0.01309347],[0.01309481],[0.01309616]
[0.01309781],[0.01309107],[0.01308435],[0.01307762],[0.0130709],[0.01306419]
[0.01301699],[0.01301457],[0.01301214],[0.01300971],[0.01300729],[0.01300486]
[0.0129908],[0.01299257],[0.01299434],[0.01299611],[0.01299788],[0.01299965]
[0.01301844],[0.01302515],[0.01303187],[0.01303858],[0.0130453],[0.01305203]
[0.01309321],[0.01308776],[0.01308231],[0.01307687],[0.01307142],[0.01306598]
[0.01303102],[0.01303195],[0.01303288],[0.0130338],[0.01303473],[0.01303566]
[0.01303599],[0.01303014],[0.0130243],[0.01301845],[0.01301261],[0.01300677]
[0.0129741],[0.01298155],[0.012989],[0.01299646],[0.01300393],[0.0130114]
[0.01306733],[0.01307409],[0.01308085],[0.01308761],[0.01309438],[0.01310115]
[0.0131574],[0.01317058],[0.01318377],[0.01319697],[0.01321019],[0.01322342]
[0.0133133],[0.01331877],[0.01332424],[0.0133297],[0.01333517],[0.01334065]
[0.01335653],[0.01334168],[0.01332685],[0.01331204],[0.01329725],[0.01328247]
[0.01319185],[0.01319419],[0.01319654],[0.01319889],[0.01320124],[0.01320359]
[0.01322152],[0.01322651],[0.01323151],[0.01323651],[0.01324152],[0.01324652]
[0.01327543],[0.01327302],[0.01327062],[0.01326821],[0.01326581],[0.0132634]
[0.01325225],[0.01325674],[0.01326122],[0.01326571],[0.01327019],[0.01327468]
[0.01331065],[0.01331604],[0.01332144],[0.01332684],[0.01333224],[0.01333764]
[0.01337776],[0.01338174],[0.01338571],[0.01338969],[0.01339366],[0.01339764]
[0.01342595],[0.01342799],[0.01343004],[0.01343208],[0.01343412],[0.01343617]
[0.01345867],[0.0134674],[0.01347614],[0.01348489],[0.01349364],[0.0135024]
[0.01357079],[0.01357924],[0.0135877],[0.01359616],[0.01360463],[0.01361311]
[0.01365625],[0.01364546],[0.01363468],[0.01362391],[0.01361315],[0.0136024]
[0.01352593],[0.01351695],[0.01350798],[0.01349901],[0.01349004],[0.01348108]
[0.0134347],[0.0134417],[0.01344871],[0.01345572],[0.01346274],[0.01346976]
[0.0135067],[0.01350054],[0.01349437],[0.01348821],[0.01348205],[0.01347589]
[0.01343823],[0.0134399],[0.01344157],[0.01344324],[0.01344491],[0.01344658]
[0.01344911],[0.0134407],[0.01343229],[0.01342389],[0.0134155],[0.01340711]
[0.01334629],[0.01334126],[0.01333623],[0.01333121],[0.01332618],[0.01332116]
[0.01328438],[0.01327942],[0.01327447],[0.01326952],[0.01326457],[0.01325962]
[0.01322913],[0.01323126],[0.01323339],[0.01323552],[0.01323765],[0.01323979]
[0.01325904],[0.01326404],[0.01326903],[0.01327403],[0.01327903],[0.01328404]
[0.01332448],[0.01333038],[0.01333628],[0.01334219],[0.0133481],[0.01335401]
[0.01339706],[0.01340007],[0.01340307],[0.01340608],[0.01340908],[0.01341209]
[0.01343086],[0.01342958],[0.01342829],[0.01342701],[0.01342573],[0.01342444]
[0.01340762],[0.01339969],[0.01339177],[0.01338385],[0.01337594],[0.01336803]
[0.01330324],[0.01329386],[0.01328449],[0.01327513],[0.01326578],[0.01325643]
[0.01320048],[0.01320565],[0.01321083],[0.01321601],[0.0132212],[0.01322638]
[0.0132478],[0.01323822],[0.01322863],[0.01321906],[0.01320949],[0.01319993]
[0.01312206],[0.01310781],[0.01309358],[0.01307936],[0.01306516],[0.01305098]
[0.0129696],[0.01297257],[0.01297554],[0.0129785],[0.01298147],[0.01298444]
[0.0129962],[0.01299312],[0.01299004],[0.01298696],[0.01298388],[0.0129808]
[0.01295606],[0.0129511],[0.01294613],[0.01294116],[0.0129362],[0.01293124]
[0.01289533],[0.01289471],[0.01289409],[0.01289348],[0.01289286],[0.01289224]
[0.01289557],[0.01290321],[0.01291086],[0.0129185],[0.01292616],[0.01293382]
[0.01299824],[0.01300596],[0.01301368],[0.01302141],[0.01302914],[0.01303688]
[0.01308371],[0.0130821],[0.0130805],[0.01307889],[0.01307728],[0.01307567]
[0.0130681],[0.01307067],[0.01307324],[0.01307581],[0.01307839],[0.01308096]
[0.01310742],[0.01311506],[0.0131227],[0.01313035],[0.013138],[0.01314566]
[0.01321191],[0.01322166],[0.01323141],[0.01324117],[0.01325094],[0.01326071]
[0.01332688],[0.01333118],[0.01333549],[0.01333979],[0.0133441],[0.01334841]
[0.01336396],[0.01335371],[0.01334348],[0.01333325],[0.01332303],[0.01331281]
[0.01323846],[0.01323289],[0.01322731],[0.01322174],[0.01321617],[0.01321061]
[0.01319045],[0.01320302],[0.01321561],[0.01322821],[0.01324082],[0.01325345]
[0.0133474],[0.01335757],[0.01336774],[0.01337792],[0.01338811],[0.0133983]
[0.01345253],[0.01345278],[0.01345302],[0.01345326],[0.0134535],[0.01345374]
[0.01345662],[0.01345812],[0.01345963],[0.01346113],[0.01346264],[0.01346414]
[0.01347415],[0.01347382],[0.01347349],[0.01347316],[0.01347283],[0.0134725]
[0.01347609],[0.01348212],[0.01348814],[0.01349417],[0.01350021],[0.01350624]
[0.0135541],[0.01355644],[0.01355878],[0.01356112],[0.01356346],[0.0135658]
[0.01358372],[0.01358559],[0.01358747],[0.01358935],[0.01359122],[0.0135931]
[0.01360606],[0.01360535],[0.01360465],[0.01360394],[0.01360323],[0.01360253]
[0.01359282],[0.0135884],[0.01358399],[0.01357957],[0.01357516],[0.01357075]
[0.01353192],[0.01352604],[0.01352017],[0.01351429],[0.01350842],[0.01350255]
[0.01346395],[0.0134678],[0.01347165],[0.01347551],[0.01347936],[0.01348321]
[0.01351735],[0.01352492],[0.0135325],[0.01354007],[0.01354766],[0.01355525]
[0.01360826],[0.01360732],[0.01360638],[0.01360543],[0.01360449],[0.01360355]
[0.01359546],[0.01359347],[0.01359148],[0.01358949],[0.0135875],[0.01358551]
[0.01358139],[0.01359179],[0.01360221],[0.01361263],[0.01362306],[0.0136335]
[0.01370538],[0.01369974],[0.01369409],[0.01368845],[0.01368281],[0.01367717]
[0.01364145],[0.01363876],[0.01363606],[0.01363337],[0.01363067],[0.01362798]
[0.01361046],[0.01361058],[0.01361071],[0.01361084],[0.01361097],[0.0136111]
[0.01361875],[0.01362548],[0.01363222],[0.01363896],[0.0136457],[0.01365244]
[0.01371479],[0.01372655],[0.01373832],[0.0137501],[0.01376189],[0.01377369]
[0.01384933],[0.01384555],[0.01384176],[0.01383798],[0.01383419],[0.01383041]
[0.01381101],[0.0138129],[0.01381479],[0.01381669],[0.01381858],[0.01382047]
[0.0138443],[0.01385556],[0.01386682],[0.0138781],[0.01388939],[0.01390068]
[0.01397899],[0.01397544],[0.0139719],[0.01396836],[0.01396482],[0.01396127]
[0.01395001],[0.01395914],[0.01396828],[0.01397742],[0.01398657],[0.01399573]
[0.01405925],[0.01406117],[0.01406309],[0.01406502],[0.01406694],[0.01406886]
[0.01408084],[0.01408089],[0.01408093],[0.01408098],[0.01408102],[0.01408107]
[0.01408164],[0.0140819],[0.01408216],[0.01408242],[0.01408268],[0.01408294]
[0.01408836],[0.01409186],[0.01409536],[0.01409886],[0.01410236],[0.01410587]
[0.01413253],[0.01413276],[0.01413298],[0.0141332],[0.01413343],[0.01413365]
[0.01413287],[0.01413047],[0.01412807],[0.01412568],[0.01412328],[0.01412089]
[0.01408342],[0.01406407],[0.01404475],[0.01402545],[0.01400618],[0.01398694]
[0.01385598],[0.01385877],[0.01386156],[0.01386435],[0.01386714],[0.01386993]
[0.01389977],[0.01391573],[0.0139317],[0.0139477],[0.01396371],[0.01397974]
[0.01407334],[0.0140703],[0.01406725],[0.01406421],[0.01406117],[0.01405813]
[0.01406495],[0.01408851],[0.01411211],[0.01413575],[0.01415943],[0.01418315]
[0.01432894],[0.0143317],[0.01433446],[0.01433722],[0.01433997],[0.01434273]
[0.0143513],[0.01434677],[0.01434224],[0.01433771],[0.01433319],[0.01432866]
[0.01430719],[0.0143117],[0.01431622],[0.01432073],[0.01432524],[0.01432976]
[0.01434736],[0.014337],[0.01432664],[0.0143163],[0.01430596],[0.01429563]
[0.01422167],[0.01421418],[0.01420668],[0.01419919],[0.01419171],[0.01418422]
[0.01414205],[0.01414554],[0.01414904],[0.01415254],[0.01415603],[0.01415953]
[0.0141779],[0.01417443],[0.01417096],[0.01416749],[0.01416402],[0.01416056]
[0.01411969],[0.01410158],[0.0140835],[0.01406543],[0.01404739],[0.01402938]
[0.01391858],[0.0139247],[0.01393082],[0.01393695],[0.01394307],[0.0139492]
[0.01399315],[0.01400214],[0.01401115],[0.01402016],[0.01402918],[0.0140382]
[0.01409302],[0.01409424],[0.01409546],[0.01409668],[0.0140979],[0.01409911]
[0.01411082],[0.01411494],[0.01411905],[0.01412317],[0.01412729],[0.01413141]
[0.01414252],[0.01412768],[0.01411285],[0.01409804],[0.01408325],[0.01406847]
[0.01397061],[0.01396523],[0.01395985],[0.01395447],[0.0139491],[0.01394372]
[0.0139086],[0.01390678],[0.01390497],[0.01390316],[0.01390135],[0.01389953]
[0.01387765],[0.01386708],[0.01385652],[0.01384596],[0.01383542],[0.01382488]
[0.01376121],[0.01376327],[0.01376533],[0.01376739],[0.01376944],[0.0137715]
[0.01378117],[0.01377798],[0.01377478],[0.01377159],[0.01376839],[0.0137652]
[0.01375425],[0.01376337],[0.0137725],[0.01378163],[0.01379076],[0.01379991]
[0.01385334],[0.01384904],[0.01384475],[0.01384045],[0.01383616],[0.01383187]
[0.01379965],[0.01379441],[0.01378917],[0.01378393],[0.0137787],[0.01377347]
[0.01374915],[0.01375796],[0.01376678],[0.0137756],[0.01378443],[0.01379327]
[0.01383908],[0.01382876],[0.01381844],[0.01380812],[0.01379782],[0.01378752]
[0.01371122],[0.01369967],[0.01368813],[0.0136766],[0.01366508],[0.01365357]
[0.01357527],[0.01356861],[0.01356194],[0.01355528],[0.01354863],[0.01354197]
[0.0135012],[0.0135017],[0.01350219],[0.01350269],[0.01350319],[0.01350368]
[0.01351008],[0.0135134],[0.01351672],[0.01352004],[0.01352336],[0.01352668]
[0.01353977],[0.01353202],[0.01352428],[0.01351655],[0.01350882],[0.01350109]
[0.01345878],[0.01346492],[0.01347106],[0.0134772],[0.01348334],[0.01348949]
[0.01353132],[0.01353456],[0.01353781],[0.01354105],[0.0135443],[0.01354754]
[0.01357272],[0.01357739],[0.01358206],[0.01358673],[0.0135914],[0.01359608]
[0.01362585],[0.01362603],[0.01362622],[0.01362641],[0.0136266],[0.01362679]
[0.01362969],[0.01363139],[0.0136331],[0.01363481],[0.01363651],[0.01363822]
[0.01364563],[0.01364212],[0.01363861],[0.01363511],[0.0136316],[0.0136281]
[0.01360448],[0.01360331],[0.01360214],[0.01360098],[0.01359981],[0.01359864]
[0.01359463],[0.0135981],[0.01360157],[0.01360505],[0.01360852],[0.01361199]
[0.01364169],[0.01364817],[0.01365466],[0.01366115],[0.01366764],[0.01367414]
[0.01371623],[0.01371482],[0.01371341],[0.01371201],[0.0137106],[0.01370919]
[0.01370186],[0.0137039],[0.01370594],[0.01370799],[0.01371003],[0.01371208]
[0.01372574],[0.01372553],[0.01372532],[0.01372511],[0.01372491],[0.0137247]
[0.01373003],[0.01373677],[0.01374352],[0.01375026],[0.01375701],[0.01376377]
[0.01381346],[0.0138172],[0.01382094],[0.01382468],[0.01382842],[0.01383216]
[0.01384739],[0.01383726],[0.01382714],[0.01381703],[0.01380692],[0.01379683]
[0.01371849],[0.01370744],[0.0136964],[0.01368537],[0.01367435],[0.01366333]
[0.01358689],[0.01357982],[0.01357276],[0.0135657],[0.01355865],[0.0135516]
[0.01349794],[0.0134874],[0.01347687],[0.01346635],[0.01345584],[0.01344533]
[0.01337804],[0.0133754],[0.01337276],[0.01337012],[0.01336748],[0.01336484]
[0.01334524],[0.01334174],[0.01333825],[0.01333475],[0.01333126],[0.01332777]
[0.01331115],[0.0133166],[0.01332206],[0.01332751],[0.01333297],[0.01333843]
[0.01336511],[0.01335714],[0.01334918],[0.01334121],[0.01333326],[0.01332531]
[0.0132622],[0.01324932],[0.01323646],[0.0132236],[0.01321077],[0.01319794]
[0.01311512],[0.01311294],[0.01311077],[0.01310859],[0.01310641],[0.01310424]
[0.01307988],[0.01306912],[0.01305838],[0.01304764],[0.01303691],[0.01302619]
